Time	Games	Longest Sequence
2607.9710619449615	288426	375
2621.537479162216	289804	375
2635.4267740249634	291520	375
2648.460464954376	293586	375
2661.208099126816	296010	375
2682.814018011093	298802	375
2699.274772167206	301970	375
2706.1976211071014	305522	294
2708.4651651382446	305722	295
2710.7272770404816	305922	295
2715.2324781417847	306380	295
2720.907299041748	307126	301
2723.39395904541	307326	301
2727.3645610809326	307784	301
2732.952589035034	308530	301
2741.4620921611786	309584	314
2744.132369041443	309784	329
2746.932250022888	309984	329
2750.5929701328278	310442	329
2757.0080120563507	311188	347
2759.7081611156464	311388	362
2762.2355551719666	311588	363
2764.766819000244	311788	363
2768.3820600509644	312246	363
2774.419573068619	312992	367
2776.863044023514	313192	375
2779.1165289878845	313392	375
2782.7300000190735	313850	375
2787.9148111343384	314596	375
2795.193911075592	315650	375
2804.8379859924316	317028	375
2816.491147994995	318744	375
2829.8367540836334	320810	375
2846.0904541015625	323234	375
2864.4149730205536	326026	375
2880.453866004944	329194	375
2887.3461141586304	332746	292
2890.458158016205	332946	305
2892.976994037628	333146	305
2897.049488067627	333604	305
2904.3055970668793	334350	311
2906.759912967682	334550	311
2912.093419075012	335008	312
2914.7508380413055	335208	312
2919.760493993759	335666	312
2926.99773812294	336412	312
2937.2578179836273	337466	312
2950.4914290905	338844	336
2953.170700073242	339044	342
2955.520646095276	339244	342
2960.0865709781647	339702	346
2962.4188301563263	339902	346
2966.5209810733795	340360	346
2972.7507531642914	341106	351
2975.272279024124	341306	351
2979.126909971237	341764	351
2985.9353749752045	342510	351
2992.529350042343	343564	351
3004.2519731521606	344942	351
3013.5016181468964	346658	351
3028.2391481399536	348724	351
3045.681629180908	351148	351
3056.3175761699677	353940	351
3068.3723311424255	357108	351
3086.3877341747284	360660	351
3126.9955689907074	364604	351
3175.376508951187	368946	351
3227.391807079315	373692	351
3268.762458086014	378848	275
3271.5355491638184	379048	281
3274.30215215683	379248	283
3276.8436920642853	379448	283
3281.785667181015	379906	283
3294.2979390621185	380652	290
3298.4375410079956	380852	290
3304.7407989501953	381310	290
3313.0700149536133	382056	293
3317.5138840675354	382256	293
3324.6308829784393	382714	293
3331.183135986328	383460	293
3343.9055931568146	384514	293
3362.211655139923	385892	293
3383.2194941043854	387608	293
3414.4186329841614	389674	295
3417.954127073288	389874	306
3420.8560581207275	390074	306
3426.781618118286	390532	306
3432.278491973877	391278	306
3441.6775131225586	392332	306
3461.1220800876617	393710	313
3464.744122982025	393910	318
3467.8075630664825	394110	318
3475.969565153122	394568	318
3488.4829490184784	395314	340
3491.505532979965	395514	344
3494.562071084976	395714	344
3499.0139031410217	396172	344
3507.5445840358734	396918	347
3511.0131561756134	397118	350
3514.522019147873	397318	350
3518.986372947693	397776	350
3526.898677110672	398522	350
3536.91038107872	399576	350
3554.889824151993	400954	350
3571.9267950057983	402670	350
3587.4993460178375	404736	350
3613.7119419574738	407160	350
3649.4945211410522	409952	350
3691.6085209846497	413120	350
3750.2778639793396	416672	350
3810.740743160248	420616	350
3852.3633279800415	424958	350
3909.0651800632477	429704	350
3932.3171651363373	434860	262
3935.4686810970306	435060	267
3938.920725107193	435260	267
3945.7836949825287	435718	267
3954.8855390548706	436464	267
3964.9922931194305	437518	268
3968.0528099536896	437718	268
3972.5720570087433	438176	268
3980.880620956421	438922	268
3988.57208108902	439976	268
3999.807615041733	441354	271
4001.9587671756744	441554	271
4005.458997964859	442012	271
4011.222545146942	442758	271
4018.9817111492157	443812	271
4030.0813059806824	445190	271
4047.562180042267	446906	273
4049.800989151001	447106	273
4054.00714802742	447564	275
4056.3632650375366	447764	275
4060.518707036972	448222	275
4066.2364599704742	448968	275
4073.3170680999756	450022	275
4084.402580022812	451400	275
4100.265126943588	453116	275
4123.993175029755	455182	281
4125.945696115494	455382	281
4129.6321811676025	455840	281
4135.1453721523285	456586	281
4143.035156011581	457640	281
4155.463490009308	459018	295
4158.038557052612	459218	298
4160.614178180695	459418	298
4164.183834075928	459876	298
4169.521692037582	460622	298
4176.839991092682	461676	298
4186.914952039719	463054	298
4200.424180984497	464770	298
4218.322371959686	466836	300
4221.257740020752	467036	305
4223.674360990524	467236	305
4227.904876947403	467694	305
4234.1354031562805	468440	305
4242.742280006409	469494	305
4253.014827013016	470872	308
4255.537367105484	471072	312
4257.919126033783	471272	312
4262.093768119812	471730	314
4264.6348440647125	471930	314
4268.836436986923	472388	314
4274.093687057495	473134	316
4276.109076976776	473334	316
4279.843798160553	473792	316
4284.569764137268	474538	316
4295.175485134125	475592	317
4298.120834112167	475792	317
4302.925318956375	476250	317
4311.282195091248	476996	319
4313.862931966782	477196	321
4316.520406961441	477396	321
4326.653386116028	477854	321
4337.780670166016	478600	321
4355.681558132172	479654	321
4372.896849155426	481032	321
4393.4815039634705	482748	321
4416.207759141922	484814	321
4448.327481985092	487238	321
4491.543746948242	490030	321
4547.261986017227	493198	321
4609.414222955704	496750	321
4709.09287405014	500694	321
4751.432559967041	505036	321
4792.345564126968	509782	321
4839.009425163269	514938	321
4884.706071138382	520508	321
4943.22274518013	526498	321
5005.351852178574	532914	321
5070.303558111191	539760	321
5136.220831155777	547042	321
5190.034393072128	554762	321
5230.929222106934	562926	321
6413.561135053635	571536	321
6487.031602144241	580598	321
6567.387871026993	590116	321
6642.015778064728	600092	321
6710.029461145401	610530	321
6784.6278920173645	621434	321
6865.381175041199	632806	321
6956.546003103256	644652	321
