262	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 74, 65, 54, 71, 53, 74, 40, 78, 65, 65, 79, 44, 89, 31, 49, 88, 45, 63, 62, 71, 87, 41, 64, 41, 83, 92, 37, 89, 25, 25, 85, 98, 92, 70, 97, 75, 94, 100, 89, 94, 95, 90, 91, 33, 81, 79, 78, 68, 80, 45, 80, 58, 3, 75, 64, 70, 42, 72, 75, 33, 84, 62, 77, 57, 69, 45, 78, 60, 85, 67, 86, 81, 82, 93, 91, 80, 93, 47, 79, 88, 80, 83, 60, 70, 40, 23, 89, 71, 40, 64, 82, 44, 74, 34, 56, 91, 87, 73, 35, 72, 89, 97, 87, 55, 92, 88, 99, 98, 102, 85, 93, 103]
268	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 74, 65, 54, 71, 53, 74, 40, 78, 65, 65, 79, 44, 89, 31, 49, 88, 45, 63, 62, 71, 87, 41, 64, 41, 83, 92, 37, 89, 25, 25, 85, 98, 92, 70, 97, 75, 94, 100, 89, 94, 95, 90, 91, 33, 81, 79, 78, 68, 80, 45, 80, 58, 3, 75, 64, 70, 42, 72, 75, 33, 84, 62, 77, 57, 69, 45, 78, 60, 85, 67, 86, 81, 82, 93, 91, 80, 93, 47, 79, 88, 80, 83, 60, 70, 40, 23, 89, 71, 40, 64, 82, 44, 74, 34, 56, 91, 87, 93, 93, 92, 94, 55, 31, 69, 87, 68, 92, 97, 93, 102, 102, 89, 104, 79, 105, 106, 97, 105]
285	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 74, 65, 54, 71, 53, 74, 40, 78, 65, 65, 79, 44, 89, 31, 49, 88, 45, 63, 62, 71, 87, 41, 64, 41, 83, 92, 37, 89, 25, 25, 85, 98, 92, 70, 97, 75, 94, 100, 89, 94, 95, 90, 91, 33, 81, 79, 78, 68, 80, 45, 80, 58, 3, 75, 64, 70, 42, 72, 75, 33, 84, 62, 77, 57, 69, 45, 78, 60, 85, 67, 86, 81, 82, 93, 91, 80, 93, 47, 79, 88, 80, 83, 60, 70, 40, 23, 89, 71, 64, 44, 86, 34, 38, 76, 91, 93, 96, 58, 93, 83, 72, 85, 96, 97, 97, 76, 72, 87, 79, 87, 86, 55, 105, 79, 82, 63, 62, 108, 105, 98, 109, 108, 110, 110, 84, 99, 87, 56, 92, 93, 65, 109, 23, 116, 116]
286	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 74, 65, 54, 71, 53, 74, 40, 78, 65, 65, 79, 44, 89, 31, 49, 88, 45, 63, 62, 71, 87, 41, 64, 41, 83, 92, 37, 89, 25, 25, 85, 98, 92, 70, 97, 75, 94, 100, 89, 94, 95, 90, 91, 33, 81, 79, 78, 68, 80, 45, 80, 58, 3, 75, 64, 70, 42, 72, 75, 33, 84, 62, 77, 57, 69, 45, 78, 60, 85, 67, 86, 81, 82, 93, 91, 83, 84, 32, 64, 45, 92, 72, 85, 54, 71, 70, 88, 62, 91, 90, 82, 86, 89, 83, 77, 92, 56, 91, 38, 93, 97, 82, 96, 98, 72, 30, 89, 102, 92, 104, 106, 81, 104, 70, 27, 91, 81, 107, 79, 55, 109, 77, 112, 110, 98, 104, 109, 107, 110, 105, 23, 108, 93, 107, 112, 112]
306	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 74, 65, 54, 71, 53, 74, 40, 78, 65, 65, 79, 44, 89, 31, 49, 88, 45, 63, 62, 71, 87, 41, 64, 41, 83, 92, 37, 89, 25, 25, 85, 98, 92, 70, 97, 75, 94, 100, 89, 94, 95, 90, 91, 33, 81, 79, 78, 68, 80, 45, 80, 58, 3, 75, 64, 70, 42, 72, 75, 33, 84, 62, 77, 57, 69, 45, 78, 60, 85, 67, 86, 81, 82, 93, 91, 83, 84, 32, 64, 45, 92, 72, 85, 54, 71, 70, 88, 62, 91, 90, 82, 86, 89, 83, 77, 92, 56, 91, 38, 93, 97, 82, 96, 98, 72, 30, 89, 102, 92, 104, 106, 81, 104, 70, 27, 91, 81, 107, 79, 55, 109, 110, 26, 77, 104, 104, 97, 110, 110, 105, 105, 111, 112, 106, 112, 112, 90, 115, 115, 114, 115, 108, 114, 109, 110, 108, 102, 106, 100, 110, 107, 104, 110, 107, 111, 112]
308	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 74, 65, 54, 71, 53, 74, 40, 78, 65, 65, 79, 44, 89, 31, 49, 88, 45, 63, 62, 71, 87, 41, 64, 41, 83, 92, 37, 89, 25, 25, 85, 98, 92, 70, 97, 75, 94, 100, 89, 94, 95, 90, 91, 33, 81, 79, 78, 68, 80, 45, 80, 58, 3, 75, 64, 70, 42, 72, 75, 33, 84, 62, 77, 57, 69, 45, 78, 60, 85, 67, 86, 81, 82, 93, 91, 83, 84, 32, 64, 45, 92, 72, 85, 54, 71, 70, 88, 62, 91, 90, 82, 86, 89, 83, 77, 92, 56, 91, 38, 93, 97, 82, 96, 98, 72, 30, 89, 102, 92, 104, 106, 83, 85, 70, 79, 55, 100, 91, 107, 77, 102, 105, 112, 112, 109, 109, 23, 110, 110, 98, 23, 111, 108, 112, 112, 106, 113, 115, 115, 114, 112, 93, 114, 109, 104, 108, 105, 106, 111, 109, 102, 107, 106, 106, 110, 111, 104, 110]
309	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 74, 65, 54, 71, 53, 74, 40, 78, 65, 65, 79, 44, 89, 31, 49, 88, 45, 63, 62, 71, 87, 41, 64, 41, 83, 92, 37, 89, 25, 25, 85, 98, 92, 70, 97, 75, 94, 100, 89, 94, 95, 90, 91, 33, 81, 79, 78, 68, 80, 45, 80, 58, 3, 75, 64, 70, 42, 72, 75, 33, 84, 62, 77, 57, 69, 45, 78, 60, 85, 67, 86, 81, 82, 93, 91, 83, 84, 32, 64, 45, 92, 72, 85, 54, 71, 70, 88, 62, 91, 90, 82, 86, 89, 83, 77, 92, 56, 91, 38, 93, 97, 82, 96, 98, 72, 30, 89, 102, 92, 104, 106, 83, 85, 70, 79, 55, 100, 91, 107, 77, 102, 105, 112, 112, 109, 109, 23, 110, 110, 98, 23, 111, 108, 112, 112, 106, 113, 115, 115, 114, 112, 93, 114, 110, 111, 109, 110, 104, 100, 107, 110, 112, 110, 106, 93, 110, 103, 111, 107]
315	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 74, 65, 54, 71, 53, 74, 40, 78, 65, 65, 79, 44, 89, 31, 49, 88, 45, 63, 62, 71, 87, 41, 64, 41, 83, 92, 37, 89, 25, 25, 85, 98, 92, 70, 97, 75, 94, 100, 89, 94, 95, 90, 91, 33, 81, 79, 78, 68, 80, 45, 80, 58, 3, 75, 64, 70, 42, 72, 75, 33, 84, 62, 77, 57, 69, 45, 78, 60, 85, 67, 86, 81, 82, 93, 91, 83, 84, 32, 64, 45, 92, 72, 85, 54, 71, 70, 88, 62, 91, 90, 82, 86, 89, 83, 77, 92, 56, 91, 38, 93, 97, 82, 96, 98, 72, 30, 89, 102, 92, 104, 106, 83, 85, 70, 79, 55, 100, 91, 107, 77, 102, 105, 112, 112, 109, 109, 23, 110, 110, 110, 23, 111, 108, 112, 112, 94, 113, 115, 115, 114, 114, 93, 108, 108, 110, 112, 108, 106, 111, 110, 97, 109, 99, 103, 110, 110, 111, 109, 102, 112, 103, 113, 113, 107, 114]
371	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 45, 44, 70, 67, 54, 74, 49, 71, 31, 65, 72, 31, 53, 86, 44, 77, 83, 44, 71, 87, 79, 88, 57, 79, 66, 93, 34, 41, 83, 91, 85, 97, 25, 96, 89, 94, 94, 97, 93, 77, 91, 91, 92, 54, 79, 22, 65, 77, 59, 65, 40, 75, 70, 72, 72, 78, 84, 84, 64, 70, 64, 88, 90, 64, 71, 86, 58, 83, 77, 85, 71, 85, 32, 83, 90, 82, 89, 68, 85, 84, 74, 60, 76, 79, 67, 84, 74, 77, 78, 80, 86, 76, 82, 95, 79, 82, 90, 90, 97, 96, 97, 97, 99, 78, 100, 88, 97, 93, 99, 97, 94, 85, 90, 94, 96, 80, 97, 103, 74, 93, 103, 83, 102, 99, 66, 102, 97, 104, 102, 83, 97, 100, 100, 98, 91, 86, 91, 93, 84, 79, 99, 100, 92, 99, 99, 99, 84, 100, 86, 82, 98, 104, 85, 73, 104, 104, 102, 98, 104, 102, 91, 98, 54, 91, 101, 69, 72, 97, 61, 84, 106, 99, 95, 72, 91, 81, 101, 83, 104, 105, 85, 72, 100, 91, 102, 96, 97, 99, 98, 102, 49, 89, 106, 101, 24, 75, 80, 100, 98, 102, 102, 108, 96, 18, 96, 74, 94, 94, 78, 87, 65, 105, 101, 111, 111, 101, 95, 111, 108, 111, 111]
377	[0, 1, 1, 2, 1, 1, 3, 6, 5, 0, 0, 0, 8, 7, 7, 10, 3, 15, 14, 7, 1, 21, 11, 0, 12, 9, 12, 11, 28, 17, 11, 17, 4, 11, 29, 15, 21, 19, 0, 2, 25, 30, 15, 34, 16, 15, 31, 17, 25, 28, 43, 8, 34, 19, 37, 1, 28, 22, 42, 3, 52, 51, 50, 30, 48, 2, 48, 43, 43, 26, 41, 42, 44, 26, 40, 11, 44, 45, 51, 8, 8, 50, 47, 55, 54, 34, 37, 47, 37, 20, 30, 57, 50, 50, 56, 23, 49, 58, 63, 34, 59, 62, 51, 12, 33, 12, 58, 27, 62, 58, 31, 33, 36, 30, 55, 53, 56, 52, 61, 55, 19, 66, 65, 60, 57, 66, 67, 56, 55, 66, 56, 52, 59, 62, 67, 58, 39, 49, 35, 30, 61, 56, 66, 58, 52, 43, 67, 57, 41, 71, 45, 44, 70, 67, 54, 74, 49, 71, 31, 65, 72, 31, 53, 86, 44, 77, 83, 44, 71, 87, 79, 88, 57, 79, 66, 93, 34, 41, 83, 91, 85, 97, 25, 96, 89, 94, 94, 97, 93, 77, 91, 91, 92, 54, 79, 22, 65, 77, 59, 65, 40, 75, 70, 72, 72, 78, 84, 84, 64, 70, 64, 88, 90, 64, 71, 86, 58, 83, 77, 85, 71, 85, 32, 83, 90, 82, 89, 68, 85, 84, 74, 60, 76, 79, 67, 84, 74, 77, 78, 80, 86, 76, 82, 95, 79, 82, 90, 90, 97, 96, 97, 97, 99, 78, 100, 88, 97, 93, 99, 97, 94, 85, 90, 94, 96, 80, 97, 103, 74, 93, 103, 83, 102, 99, 66, 102, 97, 104, 102, 83, 97, 100, 100, 98, 91, 86, 91, 93, 84, 79, 99, 100, 92, 99, 99, 99, 84, 100, 86, 82, 98, 104, 85, 73, 104, 104, 102, 98, 104, 102, 91, 98, 54, 91, 101, 69, 72, 97, 61, 84, 106, 99, 95, 72, 91, 81, 101, 83, 104, 105, 85, 72, 100, 91, 102, 96, 97, 99, 98, 102, 49, 89, 106, 101, 24, 75, 80, 100, 98, 102, 102, 108, 96, 18, 96, 74, 94, 105, 65, 87, 101, 101, 110, 94, 109, 113, 111, 105, 94, 107, 93, 108, 111, 115, 91, 111, 70]
